Date,open,high,low,close
2002-06-05,104.95,105.67,104.35,105.61
2002-06-06,105.54,105.6,103.15,103.46
2002-06-07,101.78,103.92,101.72,103.34
2002-06-10,103.24,104.46,103.02,103.74
2002-06-11,104.13,104.54,101.73,101.96
2002-06-12,101.71,102.81,100.78,102.58
2002-06-13,102.13,103.0,101.34,101.55
2002-06-14,100.31,101.56,98.5,101.4
2002-06-17,101.92,104.34,101.85,104.12
2002-06-18,103.74,105.03,103.63,104.97
2002-06-19,103.5,104.43,102.24,102.52
2002-06-20,102.26,103.05,100.96,101.21
2002-06-21,100.47,100.93,98.68,99.28
2002-06-24,98.61,100.69,97.25,99.8
2002-06-25,100.3,100.89,97.54,97.56
2002-06-26,95.2,98.15,95.19,97.72
2002-06-27,98.5,99.49,96.57,99.43
2002-06-28,99.24,100.5,98.88,98.96
2002-07-01,99.18,99.8,96.89,97.03
2002-07-02,96.86,97.2,94.77,94.97
2002-07-03,94.62,95.84,93.72,95.51
2002-07-05,96.78,99.53,96.66,99.31
2002-07-08,98.98,99.7,97.56,98.07
2002-07-09,97.73,98.34,95.01,95.6
2002-07-10,96.0,96.07,92.04,92.12
2002-07-11,91.76,93.35,90.32,92.87
2002-07-12,93.33,93.89,91.52,91.85
2002-07-15,91.64,92.4,87.89,92.34
2002-07-16,91.12,92.38,89.87,90.56
2002-07-17,92.46,93.3,89.75,90.74
2002-07-18,90.7,91.1,87.75,87.8
2002-07-19,86.76,87.55,84.3,84.71
2002-07-22,84.1,85.91,81.45,82.2
2002-07-23,82.55,83.24,79.75,79.95
2002-07-24,78.13,85.12,77.68,84.72
2002-07-25,84.27,85.85,81.6,84.0
2002-07-26,84.65,85.93,83.8,85.6
2002-07-29,87.5,90.34,87.3,89.77
2002-07-30,89.32,91.4,88.72,90.94
2002-07-31,90.49,91.55,89.25,91.16
2002-08-01,90.88,91.35,88.33,88.78
2002-08-02,88.5,88.91,85.62,86.79
2002-08-05,86.49,86.93,83.55,83.77
2002-08-06,85.23,87.9,85.11,86.59
2002-08-07,87.87,88.5,85.77,88.1
2002-08-08,88.42,91.1,87.8,90.95
2002-08-09,90.1,91.94,89.35,91.29
2002-08-12,89.99,91.27,89.55,90.62
2002-08-13,90.15,91.66,88.65,88.97
2002-08-14,89.02,92.63,88.02,92.22
2002-08-15,92.84,93.99,92.2,93.5
2002-08-16,92.82,94.08,92.0,93.22
2002-08-19,93.46,95.75,93.1,95.4
2002-08-20,94.82,95.4,93.62,94.39
2002-08-21,95.06,95.78,93.57,95.75
2002-08-22,95.49,97.15,95.07,96.68
2002-08-23,96.01,96.15,94.15,94.6
2002-08-26,94.91,95.64,93.5,95.26
2002-08-27,95.7,96.25,93.5,94.16
2002-08-28,93.28,93.49,91.8,92.1
2002-08-29,91.27,93.05,90.81,92.14
2002-08-30,91.68,93.39,91.4,91.78
2002-09-03,90.73,91.0,88.15,88.28
2002-09-04,88.61,90.25,88.06,89.54
2002-09-05,88.49,89.43,87.5,88.78
2002-09-06,89.75,90.57,89.34,90.0
2002-09-09,89.1,91.35,88.8,90.66
2002-09-10,91.14,91.78,90.56,91.7
2002-09-11,92.47,93.33,91.1,91.13
2002-09-12,90.75,90.84,88.99,89.45
2002-09-13,88.69,89.9,88.25,89.67
2002-09-16,89.31,89.89,88.46,89.89
2002-09-17,90.89,91.19,87.75,87.83
2002-09-18,87.01,88.5,86.28,86.95
2002-09-19,85.99,86.8,84.7,84.7
2002-09-20,84.92,85.2,84.05,84.35
2002-09-23,83.65,84.06,82.69,83.66
2002-09-24,82.44,83.65,81.85,82.31
2002-09-25,83.37,84.77,82.04,84.35
2002-09-26,85.02,85.97,84.45,85.73
2002-09-27,85.0,85.63,82.75,82.75
2002-09-30,82.0,82.8,80.9,81.79
2002-10-01,82.43,85.77,81.47,85.72
2002-10-02,84.69,85.53,82.6,83.15
2002-10-03,83.14,84.6,81.95,82.31
2002-10-04,82.8,82.92,79.58,80.8
2002-10-07,80.06,81.2,78.55,79.13
2002-10-08,79.81,81.31,78.2,80.37
2002-10-09,79.09,79.7,77.78,78.1
2002-10-10,77.94,81.07,77.07,80.63
2002-10-11,82.1,84.73,81.82,84.16
2002-10-14,83.2,84.85,83.04,84.63
2002-10-15,86.99,88.72,86.85,88.7
2002-10-16,87.41,87.8,85.92,86.55
2002-10-17,88.87,89.3,87.85,88.27
2002-10-18,87.65,89.11,86.93,88.64
2002-10-21,88.12,90.5,87.57,90.17
2002-10-22,89.05,90.01,88.52,89.52
2002-10-23,88.77,90.27,87.68,90.2
2002-10-24,90.75,90.9,88.1,88.36
2002-10-25,88.21,90.39,87.94,90.2
2002-10-28,91.15,91.29,88.85,89.61
2002-10-29,89.08,89.49,87.0,88.57
2002-10-30,88.68,89.96,88.23,89.43
2002-10-31,89.66,90.3,88.19,88.52
2002-11-01,88.35,90.82,88.05,90.27
2002-11-04,91.8,92.94,90.9,91.13
2002-11-05,90.84,92.07,90.84,91.85
2002-11-06,92.48,93.07,90.79,93.04
2002-11-07,92.02,92.22,90.22,90.76
2002-11-08,90.53,91.57,89.52,89.65
2002-11-11,89.51,89.56,87.8,88.26
2002-11-12,88.66,89.93,88.37,88.96
2002-11-13,88.32,89.74,87.45,89.05
2002-11-14,90.07,91.0,89.75,90.73
2002-11-15,90.0,91.55,89.95,91.4
2002-11-18,92.15,92.15,90.35,90.48
2002-11-19,90.02,91.1,89.76,90.36
2002-11-20,89.98,92.42,89.95,92.37
2002-11-21,92.6,94.19,92.43,94.09
2002-11-22,93.48,94.27,93.27,93.42
2002-11-25,93.43,94.26,92.77,93.48
2002-11-26,93.07,93.45,91.62,91.7
2002-11-27,92.52,94.65,92.43,94.28
2002-11-29,94.8,94.95,93.77,93.98
2002-12-02,95.47,96.05,93.22,94.13
2002-12-03,93.25,93.4,92.35,92.87
2002-12-04,91.77,93.14,91.43,92.45
2002-12-05,92.73,92.8,91.1,91.43
2002-12-06,90.12,92.17,89.98,92.03
2002-12-09,91.07,91.46,89.48,89.5
2002-12-10,90.02,91.1,89.76,90.7
2002-12-11,90.42,91.62,90.16,90.78
2002-12-12,91.2,91.49,90.2,90.77
2002-12-13,89.91,90.48,89.27,89.34
2002-12-16,89.82,91.79,89.66,91.65
2002-12-17,91.37,91.74,90.74,90.85
2002-12-18,90.32,90.4,89.33,89.8
2002-12-19,89.35,90.7,88.6,89.16
2002-12-20,89.2,90.02,89.1,89.99
2002-12-23,89.59,90.47,89.31,90.02
2002-12-24,89.59,89.86,89.25,89.35
2002-12-26,89.7,90.61,88.84,89.39
2002-12-27,88.96,89.29,87.38,87.38
2002-12-30,87.79,88.47,87.22,88.11
2002-12-31,87.99,88.43,87.11,88.23
2003-01-02,88.85,91.3,88.54,91.07
2003-01-03,90.91,91.38,90.5,91.35
2003-01-06,91.24,93.49,91.17,92.96
2003-01-07,92.9,93.37,92.2,92.73
2003-01-08,92.2,92.4,91.05,91.39
2003-01-09,91.82,93.18,91.41,92.81
2003-01-10,91.95,93.64,91.8,93.06
2003-01-13,93.54,93.86,92.44,93.03
2003-01-14,92.69,93.83,92.41,93.33
2003-01-15,93.54,93.57,91.91,92.4
2003-01-16,92.5,92.93,91.45,92.02
2003-01-17,90.99,92.3,90.15,90.66
2003-01-21,90.87,90.92,88.95,89.25
2003-01-22,88.77,89.8,88.0,88.17
2003-01-23,88.75,89.38,87.95,88.71
2003-01-24,88.59,88.68,86.17,86.38
2003-01-27,85.73,86.8,84.5,85.2
2003-01-28,85.63,86.4,85.13,85.83
2003-01-29,85.42,87.18,84.77,86.48
2003-01-30,86.79,86.88,84.4,84.43
2003-01-31,84.15,86.21,84.15,86.06
2003-02-03,86.14,86.81,85.92,86.23
2003-02-04,85.31,85.75,84.3,85.38
2003-02-05,85.75,86.54,84.48,84.85
2003-02-06,84.37,84.89,83.65,84.45
2003-02-07,84.91,84.99,82.97,83.42
2003-02-10,83.46,84.13,82.65,84.01
2003-02-11,84.37,84.88,82.83,83.43
2003-02-12,83.16,83.62,82.09,82.1
2003-02-13,82.15,82.66,81.0,82.35
2003-02-14,82.37,84.2,81.82,84.15
2003-02-18,84.53,85.8,84.39,85.63
2003-02-19,85.32,85.47,84.28,85.18
2003-02-20,85.21,85.42,84.05,84.33
2003-02-21,84.38,85.74,83.46,85.18
2003-02-24,84.93,85.0,83.59,83.8
2003-02-25,82.95,84.49,82.22,84.47
2003-02-26,84.02,84.53,83.08,83.24
2003-02-27,83.7,84.75,83.16,84.34
2003-02-28,84.47,85.23,84.16,84.9
2003-03-03,85.26,85.78,83.72,84.09
2003-03-04,83.95,84.01,82.65,82.75
2003-03-05,82.61,83.54,82.36,83.45
2003-03-06,82.87,83.52,82.47,82.75
2003-03-07,81.61,83.99,81.43,83.32
2003-03-10,82.6,82.86,81.1,81.32
2003-03-11,81.48,82.0,80.48,80.52
2003-03-12,80.38,81.1,79.38,81.06
2003-03-13,82.18,83.91,81.53,83.86
2003-03-14,84.2,84.77,83.35,84.13
2003-03-17,83.46,86.95,83.22,86.78
2003-03-18,87.15,87.35,86.28,87.29
2003-03-19,87.28,88.16,86.68,87.96
2003-03-20,87.33,88.59,86.35,88.15
2003-03-21,88.8,89.88,87.93,89.67
2003-03-24,88.02,88.14,86.35,86.69
2003-03-25,86.74,88.26,86.44,87.52
2003-03-26,87.56,87.85,86.8,87.08
2003-03-27,86.4,87.66,85.99,87.15
2003-03-28,86.47,87.28,86.25,86.71
2003-03-31,85.35,86.59,84.4,84.74
2003-04-01,85.25,86.39,84.91,86.04
2003-04-02,87.54,88.77,87.5,88.12
2003-04-03,88.87,88.99,87.65,87.7
2003-04-04,88.43,88.59,87.62,88.22
2003-04-07,90.34,90.85,87.97,88.05
2003-04-08,88.3,88.65,87.71,88.19
2003-04-09,88.36,89.1,86.77,87.03
2003-04-10,87.09,87.63,85.71,87.51
2003-04-11,88.16,88.7,86.86,87.15
2003-04-14,87.47,89.0,87.0,88.95
2003-04-15,88.84,89.78,88.42,89.78
2003-04-16,89.91,90.06,88.03,88.25
2003-04-17,88.3,89.72,88.19,89.56
2003-04-21,89.86,90.16,89.06,89.65
2003-04-22,89.1,91.56,88.89,91.34
2003-04-23,91.62,92.35,91.24,92.18
2003-04-24,91.53,92.08,90.96,91.36
2003-04-25,91.3,91.47,90.02,90.23
2003-04-28,90.44,92.19,90.3,91.79
2003-04-29,92.14,92.8,91.4,92.11
2003-04-30,91.91,92.57,91.41,91.91
2003-05-01,91.92,92.73,90.5,91.9
2003-05-02,91.56,93.47,91.49,93.21
2003-05-05,93.47,93.78,92.5,93.03
2003-05-06,93.04,94.38,93.0,93.91
2003-05-07,93.42,94.14,92.97,93.39
2003-05-08,92.52,93.33,92.28,92.45
2003-05-09,92.83,93.8,92.61,93.73
2003-05-12,93.5,95.12,93.28,94.88
2003-05-13,94.53,95.18,94.26,94.71
2003-05-14,95.09,95.24,93.91,94.51
2003-05-15,94.89,95.33,94.25,95.11
2003-05-16,94.89,95.45,94.26,94.87
2003-05-19,94.15,94.42,92.33,92.65
2003-05-20,92.82,93.03,91.59,92.46
2003-05-21,92.11,92.88,91.91,92.65
2003-05-22,92.95,94.05,92.68,93.57
2003-05-23,93.53,93.98,93.14,93.76
2003-05-27,93.3,95.84,93.07,95.4
2003-05-28,95.85,96.47,95.43,95.67
2003-05-29,95.88,96.82,95.08,95.42
2003-05-30,95.9,97.09,95.56,96.95
2003-06-02,97.53,98.45,96.67,97.35
2003-06-03,97.15,97.84,96.85,97.75
2003-06-04,97.66,99.35,97.57,99.16
2003-06-05,98.58,99.65,98.27,99.65
2003-06-06,100.4,101.4,99.13,99.26
2003-06-09,98.77,99.1,97.77,98.25
2003-06-10,98.46,99.26,98.19,99.25
2003-06-11,99.16,100.39,98.71,100.3
2003-06-12,100.75,100.9,99.62,100.61
2003-06-13,100.61,100.75,98.95,99.56
2003-06-16,99.96,101.7,99.8,101.66
2003-06-17,102.07,102.18,101.23,101.66
2003-06-18,101.29,102.14,101.0,101.57
2003-06-19,101.64,101.73,99.84,100.02
2003-06-20,100.39,100.5,99.42,99.44
2003-06-23,99.45,99.66,97.92,98.42
2003-06-24,98.22,99.09,98.02,98.52
2003-06-25,98.53,99.44,97.53,97.53
2003-06-26,97.78,98.98,96.96,98.8
2003-06-27,98.75,99.19,97.58,97.66
2003-06-30,98.22,98.67,97.47,97.63
2003-07-01,97.25,98.85,96.43,98.53
2003-07-02,98.77,99.79,98.57,99.77
2003-07-03,99.07,99.85,97.9,98.74
2003-07-07,99.65,100.9,99.65,100.7
2003-07-08,100.5,101.29,100.17,101.15
2003-07-09,100.92,101.4,100.03,100.58
2003-07-10,99.84,100.04,98.63,99.3
2003-07-11,99.39,100.45,99.39,100.24
2003-07-14,101.2,101.9,100.45,100.73
2003-07-15,101.38,101.46,99.95,100.51
2003-07-16,100.81,100.87,99.23,99.92
2003-07-17,99.15,99.88,98.16,98.5
2003-07-18,99.02,99.8,98.46,99.51
2003-07-21,99.45,99.49,97.85,98.28
2003-07-22,98.69,99.41,97.92,99.17
2003-07-23,99.21,99.45,98.28,99.24
2003-07-24,99.99,100.34,98.37,98.49
2003-07-25,98.66,100.29,98.04,100.23
2003-07-28,100.37,100.98,99.67,99.86
2003-07-29,100.14,100.26,98.68,99.4
2003-07-30,99.6,99.75,98.93,99.16
2003-07-31,99.98,100.91,99.17,99.39
2003-08-01,99.19,99.53,98.24,98.51
2003-08-04,98.31,99.0,97.0,98.51
2003-08-05,98.41,98.76,96.34,96.42
2003-08-06,96.69,98.06,96.42,96.98
2003-08-07,97.17,98.07,96.76,98.0
2003-08-08,98.32,98.55,97.76,98.28
2003-08-11,98.26,99.04,97.84,98.65
2003-08-12,98.71,99.59,98.42,99.55
2003-08-13,99.82,99.85,98.53,99.04
2003-08-14,99.1,99.75,98.45,99.31
2003-08-15,99.36,99.79,99.12,99.62
2003-08-18,99.93,100.6,99.74,100.48
2003-08-19,100.69,100.94,100.0,100.86
2003-08-20,100.29,100.89,100.16,100.45
2003-08-21,101.05,101.52,100.4,100.77
2003-08-22,101.75,101.82,99.73,99.77
2003-08-25,99.71,100.83,99.28,99.93
2003-08-26,99.5,100.39,98.83,100.11
2003-08-27,100.05,100.36,99.57,100.14
2003-08-28,100.4,101.0,99.66,100.76
2003-08-29,100.61,101.48,100.48,101.44
2003-09-02,101.64,102.88,101.05,102.8
2003-09-03,103.03,103.7,102.78,103.36
2003-09-04,103.1,103.55,102.76,103.41
2003-09-05,102.94,103.55,102.4,102.83
2003-09-08,103.04,103.88,102.93,103.68
2003-09-09,103.37,103.46,102.68,103.0
2003-09-10,102.53,102.8,101.55,101.96
2003-09-11,102.1,102.76,101.84,102.26
2003-09-12,101.91,102.64,101.35,102.45
2003-09-15,102.52,102.63,101.95,102.09
2003-09-16,102.23,103.64,102.17,103.58
2003-09-17,103.48,103.79,103.05,103.38
2003-09-18,103.4,104.7,103.17,104.6
2003-09-19,104.27,104.6,103.4,103.67
2003-09-22,102.85,102.96,102.03,102.55
2003-09-23,102.59,103.29,102.36,102.94
2003-09-24,103.12,103.22,101.07,101.11
2003-09-25,101.41,101.88,100.2,100.28
2003-09-26,100.44,100.66,99.85,99.95
2003-09-29,100.3,100.99,99.79,100.93
2003-09-30,100.48,100.76,99.25,99.95
2003-10-01,100.24,102.18,100.2,102.08
2003-10-02,101.93,102.56,101.63,102.45
2003-10-03,103.67,104.28,103.08,103.39
2003-10-06,103.48,103.99,103.2,103.86
2003-10-07,103.26,104.31,102.91,104.26
2003-10-08,104.33,104.39,103.41,104.0
2003-10-09,104.88,105.22,103.83,104.28
2003-10-10,104.27,104.6,103.91,104.57
2003-10-13,104.71,105.29,104.51,104.9
2003-10-14,104.8,105.43,104.36,105.27
2003-10-15,105.86,105.89,104.64,104.99
2003-10-16,104.68,105.73,104.65,105.41
2003-10-17,105.47,105.63,103.98,104.26
2003-10-20,104.45,105.04,103.94,105.04
2003-10-21,104.82,105.28,104.32,104.86
2003-10-22,104.03,104.19,103.19,103.54
2003-10-23,102.89,103.95,102.84,103.35
2003-10-24,102.83,103.58,102.18,103.58
2003-10-27,103.74,104.18,103.27,103.63
2003-10-28,103.98,105.15,103.82,105.04
2003-10-29,104.77,105.43,103.87,105.18
2003-10-30,105.79,105.97,104.8,105.4
2003-10-31,105.4,105.74,105.22,105.3
2003-11-03,105.75,106.61,105.71,105.99
2003-11-04,105.99,106.27,105.58,105.76
2003-11-05,105.49,105.97,104.9,105.84
2003-11-06,105.6,106.44,105.1,106.4
2003-11-07,106.64,106.72,105.57,105.61
2003-11-10,105.74,105.84,105.01,105.18
2003-11-11,105.09,105.33,104.8,105.15
2003-11-12,105.23,106.47,105.16,106.33
2003-11-13,106.01,106.54,105.78,106.36
2003-11-14,106.4,106.95,105.29,105.46
2003-11-17,104.91,105.14,104.04,104.93
2003-11-18,105.24,105.45,103.7,103.84
2003-11-19,104.03,105.01,103.92,104.72
2003-11-20,104.0,105.24,103.75,103.78
2003-11-21,104.24,104.33,103.62,104.21
2003-11-24,104.69,105.78,104.68,105.59
2003-11-25,105.73,106.42,105.45,105.99
2003-11-26,106.42,106.45,105.39,106.37
2003-11-28,106.28,106.66,106.2,106.45
2003-12-01,106.85,107.68,106.8,107.6
2003-12-02,107.38,107.77,107.07,107.33
2003-12-03,107.65,108.08,107.07,107.16
2003-12-04,107.17,107.72,106.94,107.6
2003-12-05,107.12,107.8,106.62,106.85
2003-12-08,106.74,107.64,106.68,107.57
2003-12-09,107.9,107.93,106.54,106.74
2003-12-10,106.77,106.98,105.96,106.73
2003-12-11,106.68,108.1,106.67,107.93
2003-12-12,107.97,108.2,107.39,108.14
2003-12-15,109.17,109.23,107.48,107.6
2003-12-16,107.68,108.5,107.52,108.16
2003-12-17,108.06,108.5,107.8,108.5
2003-12-18,108.55,109.73,108.39,109.72
2003-12-19,109.3,109.37,108.58,108.9
2003-12-22,108.79,109.66,108.78,109.66
2003-12-23,109.48,109.95,109.38,109.73
2003-12-24,109.52,109.88,109.43,109.62
2003-12-26,109.71,110.08,109.63,109.7
2003-12-29,110.1,111.27,109.78,111.16
2003-12-30,111.09,111.27,110.85,111.18
2003-12-31,111.22,111.52,110.84,111.28
2004-01-02,111.74,112.19,110.73,111.23
2004-01-05,111.69,112.52,111.59,112.44
2004-01-06,112.16,112.73,112.0,112.55
2004-01-07,112.39,113.06,111.89,112.93
2004-01-08,113.25,113.41,112.77,113.38
2004-01-09,112.83,113.5,112.27,112.39
2004-01-12,112.55,113.25,112.36,113.22
2004-01-13,113.09,113.23,111.76,112.56
2004-01-14,112.76,113.66,112.67,113.5
2004-01-15,113.57,114.06,112.58,113.78
2004-01-16,114.04,114.31,113.63,114.23
2004-01-20,114.53,114.65,113.82,114.2
2004-01-21,114.13,115.3,113.72,115.1
2004-01-22,115.14,115.38,114.58,114.8
2004-01-23,115.0,115.37,113.95,114.43
2004-01-26,114.39,115.93,114.38,115.87
2004-01-27,115.75,116.5,114.65,114.68
2004-01-28,114.98,115.28,112.94,113.37
2004-01-29,113.56,113.85,112.56,113.48
2004-01-30,113.52,113.72,113.09,113.48
2004-02-02,113.7,114.68,113.12,113.97
2004-02-03,113.74,114.14,113.44,113.78
2004-02-04,113.19,113.73,112.79,112.85
2004-02-05,113.17,113.54,112.78,113.18
2004-02-06,113.42,114.7,113.2,114.45
2004-02-09,114.67,114.87,114.29,114.48
2004-02-10,114.28,115.14,114.26,114.85
2004-02-11,114.85,116.39,114.17,116.07
2004-02-12,115.97,116.27,115.58,115.65
2004-02-13,115.82,116.2,114.75,115.13
2004-02-17,115.85,116.43,115.77,116.17
2004-02-18,116.2,116.6,115.35,115.66
2004-02-19,116.33,116.39,115.06,115.23
2004-02-20,115.48,115.56,114.32,114.88
2004-02-23,115.22,115.26,114.17,114.59
2004-02-24,114.27,114.99,113.03,114.39
2004-02-25,114.46,115.06,114.32,114.87
2004-02-26,114.61,115.29,114.34,114.94
2004-02-27,115.19,115.74,114.63,115.02
2004-03-01,115.43,116.34,115.25,116.16
2004-03-02,115.94,116.97,115.23,115.48
2004-03-03,115.25,115.87,114.92,115.69
2004-03-04,115.72,116.1,115.52,115.99
2004-03-05,115.42,116.95,115.28,116.38
2004-03-08,116.34,116.62,114.91,114.96
2004-03-09,115.1,115.21,114.24,114.5
2004-03-10,114.72,114.77,112.56,112.58
2004-03-11,112.4,113.27,111.1,111.12
2004-03-12,111.73,112.71,111.58,112.58
2004-03-15,112.27,112.35,110.9,111.2
2004-03-16,111.78,112.06,110.84,111.79
2004-03-17,112.18,113.26,112.1,113.04
2004-03-18,112.7,113.27,111.93,113.07
2004-03-19,112.41,112.57,111.04,111.06
2004-03-22,110.54,110.57,109.1,109.65
2004-03-23,110.25,110.4,109.36,109.46
2004-03-24,109.58,110.14,108.85,109.55
2004-03-25,110.08,111.3,109.79,111.0
2004-03-26,110.96,111.79,110.8,111.03
2004-03-29,111.63,112.74,111.58,112.59
2004-03-30,112.3,113.07,112.22,112.97
2004-03-31,112.99,113.4,112.38,113.1
2004-04-01,113.07,113.87,113.05,113.78
2004-04-02,114.81,114.84,113.9,114.64
2004-04-05,114.46,115.38,114.44,115.27
2004-04-06,114.83,115.18,114.62,114.9
2004-04-07,114.95,114.98,114.11,114.63
2004-04-08,115.41,115.41,113.74,114.37
2004-04-12,114.58,115.08,114.57,114.82
2004-04-13,115.26,115.3,113.02,113.21
2004-04-14,112.61,113.64,112.55,113.39
2004-04-15,113.45,113.78,112.36,112.96
2004-04-16,113.38,114.05,112.98,113.83
2004-04-19,113.55,113.99,113.27,113.83
2004-04-20,114.08,114.32,111.78,111.92
2004-04-21,112.2,112.95,111.87,112.67
2004-04-22,112.48,114.67,112.44,114.25
2004-04-23,114.42,114.57,113.79,114.36
2004-04-26,114.5,114.94,113.6,114.2
2004-04-27,114.23,115.12,113.96,114.3
2004-04-28,113.89,114.01,112.5,112.82
2004-04-29,112.72,113.32,111.16,111.83
2004-04-30,112.17,112.38,110.9,110.96
2004-05-03,111.37,112.29,111.35,112.15
2004-05-04,112.25,113.26,111.66,112.06
2004-05-05,112.41,112.96,112.16,112.78
2004-05-06,112.02,112.59,111.0,111.81
2004-05-07,111.22,112.23,109.96,109.96
2004-05-10,109.44,109.75,108.36,108.83
2004-05-11,109.46,110.05,109.33,109.75
2004-05-12,109.57,110.54,108.06,110.45
2004-05-13,109.76,110.81,109.63,109.99
2004-05-14,109.95,110.74,109.27,110.04
2004-05-17,108.89,109.5,108.41,109.1
2004-05-18,109.49,109.94,109.33,109.65
2004-05-19,110.5,111.18,109.15,109.27
2004-05-20,109.45,109.87,109.04,109.62
2004-05-21,109.97,110.55,109.47,109.81
2004-05-24,110.53,110.76,109.68,110.27
2004-05-25,109.9,111.98,109.6,111.85
2004-05-26,111.66,112.29,111.51,112.24
2004-05-27,112.54,113.03,112.06,112.87
2004-05-28,112.73,112.88,112.36,112.86
2004-06-01,112.46,112.86,111.87,112.71
2004-06-02,113.03,113.48,112.46,113.13
2004-06-03,112.81,113.19,112.07,112.09
2004-06-04,112.98,113.58,112.71,112.98
2004-06-07,113.43,114.81,113.42,114.7
2004-06-08,114.37,114.92,114.17,114.86
2004-06-09,114.51,114.7,113.72,113.79
2004-06-10,114.04,114.35,113.93,114.35
2004-06-14,113.82,113.85,112.87,113.22
2004-06-15,113.9,114.45,113.51,114.02
2004-06-16,114.0,114.2,113.7,114.0
2004-06-17,113.85,114.07,113.33,113.83
2004-06-18,113.27,114.22,113.18,113.63
2004-06-21,113.75,114.14,113.13,113.2
2004-06-22,113.13,113.88,112.67,113.77
2004-06-23,113.61,114.84,113.42,114.75
2004-06-24,114.56,114.93,114.26,114.39
2004-06-25,114.41,114.94,113.68,113.84
2004-06-28,114.52,114.61,113.41,113.45
2004-06-29,113.53,114.17,113.42,113.92
2004-06-30,114.07,114.79,113.65,114.53
2004-07-01,114.25,114.4,112.58,112.94
2004-07-02,113.16,113.29,112.6,112.88
2004-07-06,112.37,112.45,111.63,111.89
2004-07-07,111.81,112.57,111.75,112.22
2004-07-08,111.81,112.32,111.2,111.44
2004-07-09,111.72,111.94,111.38,111.73
2004-07-12,111.52,112.04,111.0,111.78
2004-07-13,111.92,112.02,111.6,111.86
2004-07-14,111.26,112.39,111.12,111.52
2004-07-15,111.74,111.91,110.7,110.8
2004-07-16,111.57,111.67,110.44,110.71
2004-07-19,110.75,110.96,109.99,110.24
2004-07-20,110.53,111.9,110.25,111.64
2004-07-21,111.82,112.06,109.45,109.58
2004-07-22,109.36,110.39,108.77,109.88
2004-07-23,109.62,109.71,108.69,108.96
2004-07-26,109.19,109.43,108.21,108.75
2004-07-27,109.05,110.11,108.97,109.77
2004-07-28,109.55,110.37,108.59,110.1
2004-07-29,110.54,110.87,110.0,110.57
2004-07-30,110.32,110.9,110.1,110.84
2004-08-02,110.19,111.36,110.05,111.07
2004-08-03,110.93,111.06,110.16,110.21
2004-08-04,109.89,110.75,109.64,110.2
2004-08-05,110.29,110.38,108.27,108.4
2004-08-06,107.63,107.96,106.62,106.85
2004-08-09,107.02,107.48,106.87,107.0
2004-08-10,107.31,108.41,107.26,108.38
2004-08-11,107.68,108.33,107.1,108.16
2004-08-12,107.68,107.95,106.63,106.98
2004-08-13,107.1,107.35,106.59,107.19
2004-08-16,107.14,108.64,107.1,108.3
2004-08-17,108.75,109.28,108.53,108.91
2004-08-18,108.52,110.17,108.49,110.03
2004-08-19,109.81,110.02,109.18,109.71
2004-08-20,109.61,110.63,109.51,110.48
2004-08-23,110.55,110.77,110.05,110.2
2004-08-24,110.64,110.73,109.85,110.35
2004-08-25,110.33,111.27,109.9,111.1
2004-08-26,110.96,111.31,110.85,111.1
2004-08-27,111.2,111.63,111.05,111.45
2004-08-30,111.22,111.34,110.45,110.53
2004-08-31,110.66,111.16,110.1,111.11
2004-09-01,110.95,111.64,110.48,111.32
2004-09-02,111.24,112.7,111.24,112.58
2004-09-03,112.33,112.82,112.01,112.12
2004-09-07,112.54,113.13,112.32,112.86
2004-09-08,112.62,113.06,112.31,112.58
2004-09-09,112.57,112.88,112.03,112.48
2004-09-10,112.52,113.27,112.08,113.06
2004-09-13,113.31,113.74,113.01,113.43
2004-09-14,113.3,113.69,113.19,113.66
2004-09-15,113.3,113.36,112.68,112.8
2004-09-16,112.85,113.37,112.8,113.14
2004-09-17,112.95,113.36,112.69,113.15
2004-09-20,112.67,112.99,112.28,112.47
2004-09-21,112.75,113.47,112.54,112.96
2004-09-22,112.5,112.52,111.47,111.55
2004-09-23,111.6,111.7,110.95,110.95
2004-09-24,111.17,111.73,111.13,111.46
2004-09-27,111.1,111.2,110.58,110.75
2004-09-28,110.91,111.51,110.41,111.28
2004-09-29,111.21,111.85,111.0,111.84
2004-09-30,111.55,111.98,111.26,111.76
2004-10-01,112.26,113.65,112.21,113.65
2004-10-04,114.1,114.44,113.8,113.84
2004-10-05,113.85,114.16,113.54,113.9
2004-10-06,113.77,114.68,113.68,114.68
2004-10-07,114.38,114.4,113.36,113.45
2004-10-08,113.15,113.77,112.35,112.51
2004-10-11,112.78,113.02,112.64,112.97
2004-10-12,112.2,112.83,111.94,112.53
2004-10-13,113.0,113.07,111.32,111.54
2004-10-14,111.68,111.93,110.58,110.64
2004-10-15,111.02,111.74,110.57,111.26
2004-10-18,110.89,111.9,110.7,111.68
2004-10-19,112.02,112.23,110.59,110.74
2004-10-20,110.38,110.82,109.75,110.52
2004-10-21,110.79,111.32,110.21,111.24
2004-10-22,111.19,111.25,109.86,109.99
2004-10-25,109.75,110.12,109.35,109.86
2004-10-26,110.13,111.6,109.88,111.54
2004-10-27,111.38,113.1,111.12,112.88
2004-10-28,112.78,113.56,112.49,113.22
2004-10-29,113.12,113.64,112.9,113.2
2004-11-01,113.56,113.84,113.2,113.51
